id,name,website,country,audience_geography,categories,industries,languages,opportunity_types,cost_model,priority,current_status,submission_url,pitch_url,press_release_url,advertising_url,media_kit_url,requires_editorial_approval,sponsored_content_available,backlink_type,link_target_type,listing_page_indexability,link_evidence_url,link_evidence_checked_at,media_score,media_score_band,publishing_model,best_for,note,limitations,last_verified
md-thenextweb,TNW,https://thenextweb.com,netherlands,regional,startup-media; technology-media,ai; saas,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"European technology media and conference brand, owned by the Financial Times group.",No public submission route was established; the conference and the publication are separate products.,2026-08-07
md-trend-sk,TREND,https://www.trend.sk,slovakia,national,local-business-media,finance; general,sk,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Slovak weekly and portal covering the economy, business, companies and entrepreneurship.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-tech-brew,Tech Brew,https://www.emergingtechbrew.com,united-states,global,newsletter-platform; technology-media,ai; software,en,unknown,unknown,P2,unknown,,,,,,,,,,,,,,,unknown,,Morning Brew’s emerging technology newsletter. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.,"Reached but behind a bot filter, so the route could not be read from the site. Needs a human with a browser to confirm whether a submission or pitch route exists.",2026-08-14
md-tech-eu,Tech.eu,https://tech.eu,belgium,regional,startup-media,ai; fintech; saas,en,sponsored-content,mixed,P2,active,,,,https://tech.eu/advertise/,,,yes,,,,,,49,Limited,unknown,,European technology and funding news with a published advertising and sponsored-content offer.,Only the paid route is documented on the site; an editorial pitch route was not established. The two are different things.,2026-08-07
md-techcentral,TechCentral,https://techcentral.co.za,south-africa,national,technology-media,software; telecom,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"South African technology publication covering telecoms, IT, broadcasting and the domestic tech industry.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-technode,TechNode,https://technode.com,china,national,startup-media; technology-media,ai; saas,en,contributed-article,unknown,P2,active,https://technode.com/write-for-us/,,,,,,,,,,,,84,Strong,contributor-network,startup; b2b-saas; ai-startup,English-language coverage of Chinese technology companies and startups.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission or pitch page was found.",2026-08-14
md-technically,Technical.ly,https://technical.ly,united-states,regional,local-business-media; startup-media,saas,en,unknown,unknown,P2,unknown,,,,,,,,,,,,,,,unknown,,"Local technology-economy journalism across Philadelphia, Baltimore, DC, Pittsburgh and Delaware. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.","Reached but behind a bot filter, so the route could not be read from the site. A human needs to open it in a browser and confirm whether a submission or pitch route exists.",2026-08-14
md-techpoint-africa,Techpoint Africa,https://techpoint.africa,nigeria,regional,startup-media,fintech; saas,en,sponsored-content,unknown,P2,active,,,,https://techpoint.africa/advertise/,,,,,,,,,,,unknown,,Nigerian and pan-African startup and technology publication. [accessibility:2026-08-14] verified in a browser: publishes a feed.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-techsauce,Techsauce,https://techsauce.co,thailand,national,startup-media,fintech; general,en; th,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Thai technology and startup media and events company covering founders, funding and the Southeast Asian ecosystem.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-the-bridge,The Bridge,https://www.thebridge.jp/en,japan,national,startup-media,saas,en; ja,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Japanese startup and technology publication with an English edition.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission or pitch page was found.",2026-08-08
md-business-times-sg,The Business Times,https://www.businesstimes.com.sg,singapore,national,global-business-media,finance; general,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Singapore’s business and financial daily.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission or pitch page was found.",2026-08-08
md-the-drum-awards,The Drum Awards,https://www.thedrum.com/awards,united-kingdom,global,business-awards; marketing-media,advertising; marketing,en,award-entry,paid,P2,active,https://thedrumawards.com/live/en/page/home,,,,,yes,,,,,,,70,Good,marketplace,,"Marketing and advertising award programmes run by The Drum, with entries judged and winners covered editorially.","Paid entry per category. Marketing and creative work, not company news. The entry route is the awards festival site the awards page links to as ""Enter The Drum Awards Festival""; individual categories run separate entry sites.",2026-08-08
md-the-edge-malaysia,The Edge Malaysia,https://theedgemalaysia.com,malaysia,national,local-business-media,finance; real-estate,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Malaysian business and investment publication covering listed companies, capital markets and property.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-the-fabricator,The Fabricator,https://www.thefabricator.com,united-states,national,manufacturing-media,manufacturing,en,sponsored-content,unknown,P2,active,,,,https://www.thefabricator.com/thefabricator/advertise#targeted-digital-advertising-programmatic,,,,,,,,,,,unknown,,Metal forming and fabricating trade publication from the FMA association.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-14
md-the-hustle,The Hustle,https://www.thehustle.co,united-states,global,global-business-media; newsletter-platform,general,en,unknown,unknown,P2,unknown,,,,,,,,,,,,,,,unknown,,"Business and startup newsletter owned by HubSpot, with an advertising route. [accessibility:2026-08-14] an automated browser check was refused by the site (http 403); a browser check is needed by a person and the status stays unknown.","Reached but behind a bot filter, so the route could not be read from the site. Needs a human with a browser to confirm whether a submission or pitch route exists.",2026-08-14
md-the-real-deal,The Real Deal,https://therealdeal.com,united-states,national,real-estate-media,real-estate,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Commercial and residential real estate news across New York, Florida, Chicago and Los Angeles.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-08
md-the-register,The Register,https://www.theregister.com,united-kingdom,global,technology-media,cloud; cybersecurity; software,en,editorial-pitch,free,P2,active,,https://www.theregister.com/Profile/contact/,,,,yes,,,,,,,88,Exceptional,staff-editorial,b2b-saas; startup; cybersecurity,"Enterprise IT news with a sceptical house style, publishing a page on how to contact its journalists directly.","Openly hostile to marketing language. Approach with a story, not a release.",2026-08-07
md-the-robot-report,The Robot Report,https://www.therobotreport.com,united-states,global,industrial-media,ai; manufacturing,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Robotics engineering and industry news, part of WTWH Media.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-08
md-this-week-in-startups,This Week in Startups,https://thisweekinstartups.com,united-states,global,podcast-platform; startup-media,saas,en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Long-running startup podcast and newsletter hosted by Jason Calacanis, featuring founder interviews and startup pitches.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-total-telecom,Total Telecom,https://www.totaltele.com,united-kingdom,global,telecom-media,telecom,en,press-release,unknown,P2,active,,,https://totaltele.com/,,,,,,,,,,56,Moderate,wire-carrier,,"Global telecom operator and vendor news, with an associated awards and conference business.",A release route is not an editorial pitch route.,2026-08-08
md-towards-data-science,Towards Data Science,https://towardsdatascience.com,canada,global,ai-media; contributor-platform,ai,en,contributed-article,free,P2,active,https://towardsdatascience.com/questions-96667b06af5/,,,,,yes,,,,,,,88,Exceptional,contributor-network,ai-startup; startup,"A data science and machine learning publication built on outside authors, with a published route for new writers.",Technical articles by named practitioners; company announcements are out of scope.,2026-08-07
md-travel-weekly,Travel Weekly,https://www.travelweekly.com,united-states,global,travel-hospitality-media,travel,en,contributed-article,unknown,P2,active,https://www.travelweekly.com/write-for-us,,,,,,,,,,,,87,Strong,contributor-network,hospitality-travel; healthcare,"US travel trade publication for agents, tour operators and suppliers. [accessibility:2026-08-14] verified in a browser: masthead vocabulary; the masthead names itself as a publication.",Needs a human with a browser to confirm whether a submission or pitch route exists.,2026-08-14
md-trending-topics,Trending Topics,https://www.trendingtopics.eu,austria,regional,startup-media,ai; crypto; saas,de; en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Austrian and CEE startup, AI and crypto publication.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2.",2026-08-08
md-uktech-news,UKTN,https://www.uktech.news,united-kingdom,national,startup-media,fintech; saas,en,unknown,unknown,P2,unknown,,,,,,,,,,,,,,,unknown,,UK technology and startup news covering funding and policy. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.,"Reached but behind a bot filter, so the route could not be read from the site. A human needs to open it in a browser and confirm whether a submission or pitch route exists.",2026-08-14
md-version2,Version2,https://www.version2.dk,denmark,national,technology-media,cybersecurity; software,da,editorial-pitch,free,P2,active,,,,,,yes,,,,,,,79,Strong,staff-editorial,b2b-saas; startup; cybersecurity,"Danish IT and digital-transformation publication for technology professionals, part of the Ingeniøren group.","The site’s ""Tip os"" (tip us) navigation points at the editorial desk page rather than a submission form, so the route is a desk contact and an editor decides whether anything is written.",2026-08-14
md-verslo-zinios,Verslo žinios,https://www.vz.lt,lithuania,national,local-business-media,finance; general,lt,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Lithuanian business daily covering companies, markets, industry and the national economy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-webrazzi,Webrazzi,https://webrazzi.com,turkey,national,startup-media,ecommerce; general,tr,sponsored-content,paid,P2,active,,,,https://webrazzi.com/reklam/,,,yes,,,,,,45,Limited,unknown,,"Turkish startup, technology and digital-business publication covering funding, founders and the domestic internet economy.","The advertising and sponsorship page is the route that could be read. A startup submission form is linked from it but returned an HTTP 403 bot challenge, so no free launch route is claimed here.",2026-08-14
md-zawya,Zawya,https://www.zawya.com/en,united-arab-emirates,regional,global-business-media,finance,ar; en,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Middle East business and financial information service, part of LSEG, carrying regional corporate news.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2.",2026-08-08
md-ziarul-financiar,Ziarul Financiar,https://www.zf.ro,romania,national,local-business-media,finance; general,ro,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Romanian financial daily covering companies, markets, banking and the national economy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-beehiiv-ad-network,beehiiv Ad Network,https://www.beehiiv.com/ad-network,united-states,global,newsletter-platform,general,en,sponsored-content,paid,P2,active,,,,https://www.beehiiv.com/ad-network,,,yes,,,,,,49,Limited,unknown,,"Advertising network across newsletters hosted on beehiiv, bought centrally rather than title by title.",Paid placement. The hosting platform is not itself an opportunity; the ad network is.,2026-08-08
md-brutkasten,brutkasten,https://www.brutkasten.com,austria,national,startup-media,saas,de,unknown,unknown,P2,unknown,,,,,,,,,,,,,,,unknown,,Austria’s main startup and innovation publication. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.,"Reached but behind a bot filter, so the route could not be read from the site. A human needs to open it in a browser and confirm whether a submission or pitch route exists.",2026-08-14
md-e15,e15,https://www.e15.cz,czech-republic,national,local-business-media,finance; general,cs,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Czech business and economics title covering companies, markets, finance and policy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-freecodecamp-news,freeCodeCamp News,https://www.freecodecamp.org/news,united-states,global,developer-open-source-media,education; software,en,contributed-article,free,P2,active,https://www.freecodecamp.org/news/developer-news-style-guide/,,,,,yes,,,,,,,88,Exceptional,contributor-network,b2b-saas; startup; ai-startup,"A developer education publication accepting tutorial and explainer articles from outside authors, with a published style guide.",Educational articles only. Promotional or company-news submissions are refused.,2026-08-07
md-itwire,iTWire,https://itwire.com,australia,national,technology-media,cloud; software; telecom,en,press-release; sponsored-content,mixed,P2,active,,,,https://itwire.com/homepage/about-itwire,,,yes,,,,,,49,Limited,wire-carrier,,Australian technology publication with a large standing Guest Articles section and a documented press-release submission route alongside paid advertorial preparation.,"The Advertise page documents press-release submission, advertorial preparation and promotional news preparation side by side, so the commercial and non-commercial routes were not separable from the page. Terms and pricing were not read.",2026-08-14
md-aripaev,Äripäev,https://www.aripaev.ee,estonia,national,local-business-media,finance; general,et,unknown,unknown,P2,active,,,,,,,,,,indexable,https://www.aripaev.ee/raadio/episood/tippkohtumine-290426,2026-08-21,,,unknown,,"Estonian business daily covering companies, markets, management and the national economy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-diamond-online,ダイヤモンド・オンライン,https://diamond.jp,japan,national,global-business-media,general,ja,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Business and management publication from Diamond Inc., widely read by Japanese executives.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-sbbit,ビジネス+IT,https://www.sbbit.jp,japan,national,technology-media,software,ja,unknown,unknown,P2,unknown,,,,,,,,,,,,,,,unknown,,Japanese business and IT publication for enterprise decision makers. [accessibility:2026-08-14] an automated browser check was refused by the site (access-denied); a browser check is needed by a person and the status stays unknown.,"Reached but behind a bot filter, so the route could not be read from the site. Needs a human with a browser to confirm whether a submission or pitch route exists.",2026-08-14
md-cyzone,创业邦,https://www.cyzone.cn,china,national,startup-media,saas,zh,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Chinese entrepreneurship publication and startup ranking publisher.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-toyo-keizai,東洋経済オンライン,https://toyokeizai.net,japan,national,global-business-media,finance; general,ja,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,One of Japan’s principal business magazines and online business publications.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-jiemian,界面新闻,https://www.jiemian.com,china,national,global-business-media,finance; general,zh,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Shanghai-based Chinese business news publication.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-yicai,第一财经,https://www.yicai.com,china,national,global-business-media,finance,zh,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Chinese business and financial news group.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-leiphone,雷峰网,https://www.leiphone.com,china,national,ai-media; technology-media,ai,zh,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Chinese AI and smart-hardware industry publication.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-venture-square,벤처스퀘어,https://www.venturesquare.net,south-korea,national,startup-media,saas,ko,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,"Korean startup media and accelerator, covering the domestic startup ecosystem.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-bloter,블로터,https://www.bloter.net,south-korea,national,technology-media,software,ko,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Korean technology and capital-markets publication.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-etnews,전자신문,https://www.etnews.com,south-korea,national,technology-media,hardware; software,ko,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Korea’s main electronics and IT industry newspaper.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-platum,플래텀,https://platum.kr,south-korea,national,startup-media,saas,ko,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Korean startup publication with strong coverage of Korea–China startup activity.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-hankyung,한국경제,https://www.hankyung.com,south-korea,national,global-business-media,finance; general,ko,unknown,unknown,P2,active,,,,,,,,,,,,,,,unknown,,Korea’s other principal business daily. [accessibility:2026-08-14] verified in a browser: publishes a feed.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-24-7-press-release,24-7 Press Release,https://www.24-7pressrelease.com,united-states,national,press-release-distribution,general,en,press-release,paid,P3,active,,,,,,,,,,,,,46,Limited,wire-carrier,,Low-cost paid distribution with tiered packages and an account-based submission flow.,Paid only. Reach is syndication.,2026-08-07
md-2pm,2PM,https://2pml.com,united-states,national,ecommerce-retail-media; newsletter-platform,ecommerce; retail,en,sponsored-content,paid,P3,active,,,,https://2pml.com/,,,yes,,,,,,45,Limited,unknown,,"Commerce and DTC industry newsletter read by retail and ecommerce operators, with an advertising route.",Paid placement only.,2026-08-08
md-3dprint-com,3DPrint.com,https://3dprint.com,united-states,global,manufacturing-media,manufacturing,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Additive manufacturing news and market analysis.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Checked during Wave 2; no submission or pitch page was found at the paths tried.",2026-08-08
md-ainow,AINOW,https://ainow.ai,japan,national,ai-media,ai,ja,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Japanese AI specialist media covering tools, companies and use cases.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-above-the-law,Above the Law,https://abovethelaw.com,united-states,national,legal-media,legal,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Legal industry news and commentary aimed at practising lawyers. [accessibility:2026-08-14] verified in a browser: publishes a feed; 46 article elements; masthead vocabulary; the masthead names itself as a publication.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-agweb,AgWeb,https://www.agweb.com,united-states,national,agriculture-food-media,agriculture,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"US farm news, markets and machinery from Farm Journal. [accessibility:2026-08-14] verified in a browser: publishes a feed; masthead vocabulary; the masthead names itself as a publication.","The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-agriculture-dive,Agriculture Dive,https://www.agriculturedive.com,united-states,national,agriculture-food-media,agriculture,en,editorial-submission,unknown,P3,active,https://www.agriculturedive.com/submit-tip/,,,,,,,,,,,,86,Strong,staff-editorial,agtech-food,"Industry Dive’s agriculture title covering farm inputs, equipment and policy.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-14
md-agriland,Agriland,https://www.agriland.ie,ireland,national,agriculture-food-media,agriculture,en,press-release,unknown,P3,active,,,,,,,,,,,,,47,Limited,wire-carrier,,"Ireland’s largest farming news site, carrying farm business, machinery and policy news.",Irish agriculture only.,2026-08-08
md-alternativeto,AlternativeTo,https://alternativeto.net,sweden,global,startup-launch-platform,saas; software,en,company-profile,free,P3,active,,,,,,,,,,,,,63,Moderate,marketplace,,A crowdsourced software alternatives catalogue where a product holds a durable public profile. [accessibility:2026-08-14] verified in a browser: publishes a feed; 18 article elements; 17 datelines; masthead vocabulary.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-arctic-startup,ArcticStartup,https://arcticstartup.com,finland,regional,startup-media,saas,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,English-language coverage of the Nordic and Baltic startup scene.,"The contact URL redirected to an unrelated article during research, so no route is claimed.",2026-08-07
md-austin-startups,Austin Startups,https://austinstartups.com,united-states,local,startup-media,saas,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Austin startup company directory and community publication.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. A submit path was checked and returns 404.",2026-08-08
md-bangkok-post-business,Bangkok Post Business,https://www.bangkokpost.com/business,thailand,national,global-business-media,general,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,The business desk of Thailand’s main English-language newspaper.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2; no public submission or pitch page was found.",2026-08-08
md-benzinga,Benzinga,https://www.benzinga.com,united-states,national,finance-media,finance,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Retail-investor financial news and market commentary.,"A contributor URL was checked and the server returned an error, so the route could not be established.",2026-08-07
md-betterlaunch,BetterLaunch,https://www.betterlaunch.co,global,global,startup-launch-platform,ai; saas; software,en,product-launch; startup-launch,freemium,P3,active,https://www.betterlaunch.co/submit,,,,,yes,,dofollow,direct,indexable,https://www.betterlaunch.co/product/calmcompliance,2026-08-31,76,Good,unknown,,An editorial product launch directory for indie founders with free delayed launches and one-time featured plans.,The free plan is nofollow unless the product wins the week or adds a verified badge. A direct follow link was observed on a product page; the guaranteed follow Starter plan was $24 one time when checked. Domain authority claims were not independently verified.,2026-08-31
md-biz-new-orleans,Biz New Orleans,https://www.bizneworleans.com,united-states,local,local-business-media,general,en,unknown,unknown,P3,unknown,,,,,,,,,,,,,,,unknown,,New Orleans metropolitan business magazine. [accessibility:2026-08-14] an automated browser check was refused by the site (access-denied); a browser check is needed by a person and the status stays unknown.,"Reached but behind a bot filter, so the route could not be read from the site. A human needs to open it in a browser and confirm whether a submission or pitch route exists.",2026-08-14
md-bizvoice,BizVoice,https://www.bizvoicemagazine.com,united-states,local,local-business-media,general,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Indiana Chamber of Commerce business magazine.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-bizwest,BizWest,https://www.bizwest.com,united-states,local,local-business-media,general,en,editorial-submission; press-release,free,P3,active,https://bizwest.com/contact-us/,,https://bizwest.com/contact-us/,,,,,,,,,,85,Strong,staff-editorial,local-business; professional-services,"Northern Colorado and Boulder Valley business journal, with submission and news-tip routes.","Northern Colorado only, and separate from the Denver Business Journal, which sits in the ACBJ network. Two different routes: the news-tip route reaches an editor who decides, the release route publishes what you send.",2026-08-08
md-bloomberg,Bloomberg,https://www.bloomberg.com,united-states,global,global-business-media,finance; general,en,editorial-submission,unknown,P3,active,https://www.bloomberg.com/tips/,,,,,,,,,,,,88,Exceptional,staff-editorial,professional-services; local-business; finance-fintech,Global business and financial news attached to the Bloomberg terminal business.,"No public pitch route was established. Included because it is a standing target on most PR lists, not because a route was found.",2026-08-14
md-bloovi,Bloovi,https://www.bloovi.be,belgium,national,marketing-media,general; marketing,nl,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Belgian publication for entrepreneurs and marketers covering digital business, marketing and company growth.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Homepage reached and read over HTTPS during Wave 4.",2026-08-14
md-business-north-carolina,Business North Carolina,https://www.businessnc.com,united-states,local,local-business-media,general,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,North Carolina statewide business magazine. [accessibility:2026-08-14] verified in a browser: publishes a feed; 4 datelines; masthead vocabulary.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-business-standard,Business Standard,https://www.business-standard.com,india,national,global-business-media,finance; general,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Indian business and financial daily. [accessibility:2026-08-14] verified in a browser: masthead vocabulary; the masthead names itself as a publication.,"The homepage and the contact and about pages it links to publish no submission, pitch or press-release route in words, so none is recorded; one may exist deeper in the site and a person would have to find it.",2026-08-14
md-businesscloud,BusinessCloud,https://www.businesscloud.co.uk,united-kingdom,national,startup-media; technology-media,saas,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"UK technology and scale-up publication, strongest outside London.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 2.",2026-08-08
md-businesstech-za,BusinessTech,https://businesstech.co.za,south-africa,national,global-business-media,general,en,unknown,unknown,P3,unknown,,,,,,,,,,,,,,,unknown,,South African business and consumer-economy news site. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.,"Reached but behind a bot filter, so the route could not be read from the site. A human needs to open it in a browser and confirm whether a submission or pitch route exists.",2026-08-14
md-bytebytego,ByteByteGo,https://bytebytego.com,united-states,global,developer-open-source-media; newsletter-platform,software,en,contributed-article,unknown,P3,active,https://bytebytego.com/become-a-contributor,,,,,,,,,,,,87,Strong,contributor-network,b2b-saas; startup; ai-startup,System design newsletter for software engineers.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-14
md-cnbc,CNBC,https://www.cnbc.com,united-states,global,global-business-media,finance; general,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Business and markets broadcasting with a large web newsroom.,No public submission route was established.,2026-08-07
md-csoonline,CSO Online,https://www.csoonline.com,united-states,global,cybersecurity-media,cybersecurity,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Security leadership coverage from Foundry, aimed at CISOs and risk owners.",No public submission route was established.,2026-08-07
md-capacity-media,Capacity Media,https://www.capacitymedia.com,united-kingdom,global,telecom-media,telecom,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,"Wholesale telecom, subsea cable and data centre interconnection news.","No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
md-codehype,CodeHype,https://www.codehype.ai,global,global,ai-media; startup-launch-platform,ai; devops; saas; software,en,product-launch; startup-launch,freemium,P3,active,https://www.codehype.ai/submit,,,,,yes,,mixed,direct,indexable,https://www.codehype.ai/product/buildrship,2026-08-31,76,Good,unknown,,"A human-reviewed launch platform for SaaS, AI products, agents and developer tools, with scheduled launch dates.",Link treatment varies by listing: an unverified product page was nofollow while a verified example was follow. The free plan requires a verified CodeHype badge to retain follow treatment; permanent follow plans were $15 and $25 one time when checked.,2026-08-31
md-columbus-ceo,Columbus CEO,https://www.columbusceo.com,united-states,local,local-business-media,general,en,unknown,unknown,P3,active,,,,,,,,,,,,,,,unknown,,Central Ohio business magazine for executives.,"No submission, pitch or contributor route could be established from the site. Confirm in a browser before building a workflow on it. Reached and identified during Wave 3.",2026-08-08
